title,url,source
"  Putting the AI genie back in the bottle not an option, Meta’s Nick Clegg says  ",https://www.theguardian.com/technology/2023/jul/22/putting-the-ai-genie-back-in-the-bottle-not-an-option-metas-nick-clegg-says,theguardian
"Putting the AI genie back in the bottle not an option, Meta’s Nick Clegg says",https://www.theguardian.com/technology/2023/jul/22/putting-the-ai-genie-back-in-the-bottle-not-an-option-metas-nick-clegg-says,theguardian
"
                
                 The networker
                  
                  
                    Caw-blimey, GPT-4 may be just an AI language parrot, but it’s no birdbrain   ",https://www.theguardian.com/commentisfree/2023/jul/22/caw-blimey-gpt-4-may-be-just-an-ai-language-parrot-but-its-no-birdbrain,theguardian
"Caw-blimey, GPT-4 may be just an AI language parrot, but it’s no birdbrain ",https://www.theguardian.com/commentisfree/2023/jul/22/caw-blimey-gpt-4-may-be-just-an-ai-language-parrot-but-its-no-birdbrain,theguardian
  ‘Bargaining for our very existence’: why the battle over AI is being fought in Hollywood  ,https://www.theguardian.com/technology/2023/jul/22/sag-aftra-wga-strike-artificial-intelligence,theguardian
‘Bargaining for our very existence’: why the battle over AI is being fought in Hollywood,https://www.theguardian.com/technology/2023/jul/22/sag-aftra-wga-strike-artificial-intelligence,theguardian
  Uncharted territory: do AI girlfriend apps promote unhealthy expectations for human relationships?  ,https://www.theguardian.com/technology/2023/jul/22/ai-girlfriend-chatbot-apps-unhealthy-chatgpt,theguardian
Uncharted territory: do AI girlfriend apps promote unhealthy expectations for human relationships?,https://www.theguardian.com/technology/2023/jul/22/ai-girlfriend-chatbot-apps-unhealthy-chatgpt,theguardian
  Top tech firms commit to AI safeguards amid fears over pace of change  ,https://www.theguardian.com/technology/2023/jul/21/ai-ethics-guidelines-google-meta-amazon,theguardian
Top tech firms commit to AI safeguards amid fears over pace of change,https://www.theguardian.com/technology/2023/jul/21/ai-ethics-guidelines-google-meta-amazon,theguardian
  Oppenheimer biographer supports US bill to bar use of AI in nuclear launches  ,https://www.theguardian.com/books/2023/jul/21/ai-nuclear-weapons-kai-bird-oppenheimer-author,theguardian
Oppenheimer biographer supports US bill to bar use of AI in nuclear launches,https://www.theguardian.com/books/2023/jul/21/ai-nuclear-weapons-kai-bird-oppenheimer-author,theguardian
  Christopher Nolan: ‘Very strong parallels’ between Oppenheimer and scientists worried about AI  ,https://www.theguardian.com/technology/2023/jul/21/christopher-nolan-says-ai-experts-face-their-oppenheimer-moment,theguardian
Christopher Nolan: ‘Very strong parallels’ between Oppenheimer and scientists worried about AI,https://www.theguardian.com/technology/2023/jul/21/christopher-nolan-says-ai-experts-face-their-oppenheimer-moment,theguardian
"  Australian DishBrain team wins $600,000 grant to merge AI with human brain cells  ",https://www.theguardian.com/technology/2023/jul/21/australian-dishbrain-team-wins-600000-grant-to-develop-ai-that-can-learn-throughout-its-lifetime,theguardian
"Australian DishBrain team wins $600,000 grant to merge AI with human brain cells",https://www.theguardian.com/technology/2023/jul/21/australian-dishbrain-team-wins-600000-grant-to-develop-ai-that-can-learn-throughout-its-lifetime,theguardian
"
                
                 Living with AI
                  
                  
                    Meaty, chewy, sticky: how AI’s listening kitchen can redefine the art of cooking  ",https://www.theguardian.com/commentisfree/2023/jul/21/ai-listening-kitchen-cooking-recipes-computing,theguardian
"Meaty, chewy, sticky: how AI’s listening kitchen can redefine the art of cooking",https://www.theguardian.com/commentisfree/2023/jul/21/ai-listening-kitchen-cooking-recipes-computing,theguardian
  AI tool creates South Park episodes with user in starring role  ,https://www.theguardian.com/technology/2023/jul/20/ai-tool-creates-south-park-episodes-with-user-in-starring-role,theguardian
AI tool creates South Park episodes with user in starring role,https://www.theguardian.com/technology/2023/jul/20/ai-tool-creates-south-park-episodes-with-user-in-starring-role,theguardian
  Llama 2: why is Meta releasing open-source AI model and are there any risks?  ,https://www.theguardian.com/technology/2023/jul/19/why-is-meta-releasing-llama-2-open-source-ai-model-mark-zuckerberg,theguardian
Llama 2: why is Meta releasing open-source AI model and are there any risks?,https://www.theguardian.com/technology/2023/jul/19/why-is-meta-releasing-llama-2-open-source-ai-model-mark-zuckerberg,theguardian
"
                
                 AI and the US election
                  ‘An evolution in propaganda’: a digital expert on AI influence in elections  ",https://www.theguardian.com/us-news/2023/jul/20/artificial-intelligence-us-elections,theguardian
‘An evolution in propaganda’: a digital expert on AI influence in elections,https://www.theguardian.com/us-news/2023/jul/20/artificial-intelligence-us-elections,theguardian
  Google testing AI tool that writes news articles   ,https://www.theguardian.com/technology/2023/jul/20/google-testing-ai-tool-that-writes-news-articles,theguardian
Google testing AI tool that writes news articles ,https://www.theguardian.com/technology/2023/jul/20/google-testing-ai-tool-that-writes-news-articles,theguardian
  Authors call for AI companies to stop using their work without consent  ,https://www.theguardian.com/books/2023/jul/20/authors-call-for-ai-companies-to-stop-using-their-work-without-consent,theguardian
Authors call for AI companies to stop using their work without consent,https://www.theguardian.com/books/2023/jul/20/authors-call-for-ai-companies-to-stop-using-their-work-without-consent,theguardian
  ‘Maximally curious’ AI could have disastrous consequences  ,https://www.theguardian.com/technology/2023/jul/19/maximally-curious-ai-could-have-disastrous-consequences,theguardian
‘Maximally curious’ AI could have disastrous consequences,https://www.theguardian.com/technology/2023/jul/19/maximally-curious-ai-could-have-disastrous-consequences,theguardian
  Nick Clegg defends release of open-source AI model by Meta  ,https://www.theguardian.com/technology/2023/jul/19/nick-clegg-defends-release-open-source-ai-model-meta-facebook,theguardian
Nick Clegg defends release of open-source AI model by Meta,https://www.theguardian.com/technology/2023/jul/19/nick-clegg-defends-release-open-source-ai-model-meta-facebook,theguardian
NOT SO PRIVATE ChatGPT 'brain leap' lets bot remember you as AI sparks privacy fearsA CHATGPT update means the artificially intelligent chatbot will now be able to remember users and their interests.,/tech/23134066/chatgpt-update-remembers-you-ai-privacy-fears/,thesun
TECH PAUSE I’m a tech expert – AI risks creating indistinguishable deepfakes & super-hacks,/tech/23133373/ai-risks-warning-deepfakes-misinformation-privacy-hacks-crime/,thesun
SNAP OUT OF IT How do you confuse My AI on Snapchat? 5 fun tricks to try,/tech/23118480/my-ai-snapchat-confuse/,thesun
AI TAKEOVER I was replaced by AI – ChatGPT made my job obsolete and others are at risk,/tech/23124129/ai-chatgpt-takes-human-job/,thesun
AI YOU CONFUSED? How do you get Snapchat’s My AI on Android and iPhone?,/tech/23117651/snapchat-my-ai-android-iphone/,thesun
"DUMB IT DOWN ChatGPT is 'getting dumber' as AI continues to learn from humans, experts warn",/tech/23108751/chatgpt-getting-dumber-openai/,thesun
AI MELTDOWN Is Open AI down? Hundreds of users report issues opening ChatGPT,/tech/21770605/is-open-ai-down/,thesun
AI CAN'T BELIEVE IT Listen as Johnny Cash 'sings Aqua hit Barbie Girl' thanks to AI tech,/tech/23100174/barbie-girl-johnny-cash-ai-country-singer-tech/,thesun
FORD MARCH AI shows how Stamford Bridge may look after redevelopment & Chelsea fans love it,/sport/23085310/chelsea-stamford-bridge-redeveloped-photos-ai/,thesun
AI AM AFRAID! I’m a security expert – we’re all in danger over three eerie AI threats,/tech/23074388/ai-threat-risk-warning-danger-scams-phishing-deepfakes/,thesun
THE SUN ON SUNDAY SAYS Revolutionary AI tech won't strike... and it may well save the NHS,/news/23070154/ai-save-strike-hit-nhs/,thesun
ROBODOCS Inside the hi-tech hospital where robots perform ward rounds & AI detects cancer,/health/23069026/hospital-robots-ai-detects-cancer-perform-surgery-vr/,thesun
FAKE VIEWS! I’m an expert – AI risks 'deepfake epidemic' that's almost impossible to detect,/tech/23063552/deepfake-ai-warning-cybercrime-dangerous/,thesun
"
													AI could help 'normalize' child sexual abuse as graphic images erupt online: experts												",https://nypost.com/2023/07/21/ai-could-normalize-child-sex-abuse-as-graphic-images-erupt-online-experts/,nyp
"
													Biden declares 'I am the AI' while pushing rules for artificial intelligence												",https://nypost.com/2023/07/21/joe-biden-declares-i-am-the-ai-while-pushing-rules-for-artificial-intelligence/,nyp
"
													Meta, Google, OpenAI commit to White House pact on responsible AI development												",https://nypost.com/2023/07/21/meta-google-openai-commit-to-white-house-pact-on-responsible-ai-development/,nyp
"
													AI gives hilarious Barbie and Ken makeovers to Biden and Princess Kate												",https://nypost.com/2023/07/21/ai-turns-joe-biden-into-barbie-den/,nyp
"
													Purdue professor accused of being AI bot for lacking 'warmth' in viral email: 'I'm just Autistic'												",https://nypost.com/2023/07/21/autistic-purdue-professor-accused-of-being-ai-for-lacking-warmth-in-email/,nyp
"
													MTA quietly rolls out AI at 7 unnamed stations to monitor fare evasion in NYC subways: report												",https://nypost.com/2023/07/20/nyc-transit-secretly-using-ai-to-track-fare-evasion-in-subways-report/,nyp
"
													Apple testing AI tools, including 'Apple GPT,' to rival ChatGPT: report												",https://nypost.com/2023/07/19/apple-tests-ai-tools-including-apple-gpt-to-rival-chatgpt-report/,nyp
"
													AI bartenders that recognize regulars could be the future of dining: expert												",https://nypost.com/2023/07/19/ai-bartenders-that-recognize-regulars-could-be-the-future-of-dining-expert/,nyp
"
													G/O Media publishes error-riddled AI-written stories despite employee outcry over 'computer-generated garbage'												",https://nypost.com/2023/07/18/g-o-media-publishing-ai-generated-stories-despite-employee-outcry/,nyp
"
													Ex-Google exec says AI-powered sex robots will seem 'alive' and eliminate need for 'another being'												",https://nypost.com/2023/07/18/ai-powered-sex-robots-will-seem-alive-and-negate-need-for-partner-ex-google-exec-says/,nyp
"
													Meta, Microsoft team up to offer AI model Llama for commercial use												",https://nypost.com/2023/07/18/meta-microsoft-team-up-to-offer-ai-model-llama-for-commercial-use/,nyp
"
													Tom Cruise backs striking actors union in surprise appearance during negotiating session, blasts use of AI												",https://nypost.com/2023/07/18/tom-cruise-backs-striking-actors-in-surprise-appearance-during-zoom-call/,nyp
"
													Republicans are wrongly abandoning AI leadership to Democrats												",https://nypost.com/2023/07/17/republicans-are-wrongly-abandoning-ai-leadership-to-democrats/,nyp
"
													This AI Robot can teach your children through personalized conversation												",https://nypost.com/2023/07/17/miko-the-ai-robot-created-a-very-personalized-experience/,nyp
"
													Ice Cube on feud with Kanye West and AI: 'This is the beginning of the end'												",https://nypost.com/2023/07/17/ice-cube-talks-to-piers-morgan-about-feud-with-kanye-west/,nyp
"
													'Maybe they'd be better': Disney CEO Bob Iger jokes about AI replacing him -- just months before actors' strike												",https://nypost.com/2023/07/17/disney-ceo-bob-iger-jokes-about-ai-replacing-him/,nyp
Japan plans 'behavior detection' AI to ID suspects BEFORE their crimes,https://www.dailymail.co.uk/sciencetech/article-12320413/Japan-deploy-eerie-behavior-detection-technology-snare-criminals-commit-crime-similar-Minority-Report.html,dailymail
Former Google chief says AI will soon make sex robots seem 'alive',https://www.dailymail.co.uk/sciencetech/article-12312805/Former-Google-chief-AI-sex-dolls-alive-warns-redesign-love-relationships-Apple-Vision-Pro-dating-apps.html,dailymail
AI tool can clone ANYONE'S voice - try it yourself,https://www.dailymail.co.uk/sciencetech/article-12037029/Ever-wanted-hear-Donald-Trump-speaking-Hindi-Try-AI-tool-clone-anyones-voice.html,dailymail
"'I am AI,' Joe Biden says as he announces agreement with Google, Amazon, Meta, ChatGPT and other tech firms on new safeguards to minimize abuse and bias in its use",https://www.dailymail.co.uk/news/article-12324077/Google-Amazon-Meta-ChatGPT-tech-firms-agree-Joe-Bidens-new-AI-safeguards-minimize-abuse-bias-amid-worries-misuse.html?ico=topics_pagination_desktop,dailymail
"Not working nine to five: Actresses Jane Fonda, 85, and Lily Tomlin, 83, join Hollywood actors' strike on picket line over stand-off with film studios and streaming giants' use of AI",https://www.dailymail.co.uk/tvshowbiz/article-12323605/Not-working-nine-five-Actresses-Jane-Fonda-Lily-Tomlin-join-Hollywood-actors-strike-picket-line-stand-film-studios-streaming-giants-use-AI.html?ico=topics_pagination_desktop,dailymail
"Google pitches 'unsettling' AI news-writing tool dubbed 'Genesis' to the New York Times, Washington Post and Wall Street Journal",https://www.dailymail.co.uk/news/article-12321321/Google-pitches-unsettling-AI-news-writing-tool-dubbed-Genesis-New-York-Times-Washington-Post-Wall-Street-Journal.html?ico=topics_pagination_desktop,dailymail
James Cameron doubts AI can write 'a good story' and says 'weaponization of AI is the biggest danger' to society: 'I warned you in 1984!',https://www.dailymail.co.uk/tvshowbiz/article-12317319/James-Cameron-doubts-AI-write-good-story-says-weaponization-AI-biggest-danger-society-warned-1984.html?ico=topics_pagination_desktop,dailymail
"James Patterson and Jodi Picoult among 9,000 authors demanding payouts from tech companies who 'feed' their books to AI",https://www.dailymail.co.uk/news/article-12316315/James-Patterson-Jodi-Picoult-9-000-authors-demanding-payouts-tech-companies-feed-books-AI.html?ico=topics_pagination_desktop,dailymail
"Gymnast Simone Biles, 26, hints she is feeling broody as she gushes over AI-generated image of her and new husband Jonathan Owens' BABIES - just two months after tying the knot",https://www.dailymail.co.uk/tvshowbiz/article-12311033/Gymnast-Simone-Biles-26-hints-feeling-broody-gushes-AI-generated-image-new-husband-Jonathan-Owens-BABIES-just-two-months-tying-knot.html?ico=topics_pagination_desktop,dailymail
Rachel McAdams backs unions' demands on the picket line for Bridgerton Day outside Netflix HQ as Succession's Alan Ruck and Justine Lupe call for 'No AI' as Hollywood strikes grind on,https://www.dailymail.co.uk/news/article-12314727/Rachel-McAdams-backs-unions-demands-picket-line-Bridgerton-Day-outside-Netflix-HQ-Successions-Alan-Ruck-Justine-Lupe-call-No-AI-Hollywood-strikes-grind-on.html?ico=topics_pagination_desktop,dailymail
Former Google chief says AI will soon bring sex dolls to life - as he warns it will 'redesign love and relationships',https://www.dailymail.co.uk/sciencetech/article-12312805/Former-Google-chief-AI-sex-dolls-alive-warns-redesign-love-relationships-Apple-Vision-Pro-dating-apps.html?ico=topics_pagination_desktop,dailymail
MI6 boss plays down AI and says it can never do the work of real spies - as he says his operatives can be used 'like a well-cast fly',https://www.dailymail.co.uk/news/article-12312591/MI6-boss-plays-AI-says-never-work-real-spies-says-operatives-used-like-cast-fly.html?ico=topics_pagination_desktop,dailymail
Tom Cruise rallies against AI while supporting striking actors union,https://www.dailymail.co.uk/galleries/article-12311569/Tom-Cruise-rallies-against-AI-supporting-striking-actors-union.html?ico=topics_pagination_desktop,dailymail
Is flirting with an AI chatbot cheating? GMB panelists are left divided as relationship expert warns your partner could form an 'emotional attachment',https://www.dailymail.co.uk/femail/article-12309981/Does-flirting-AI-chatbot-count-cheating.html?ico=topics_pagination_desktop,dailymail
Tom Cruise makes shock appearance at negotiations between striking actors' union and movie bosses as he rails against the rise of AI in Hollywood,https://www.dailymail.co.uk/tvshowbiz/article-12309465/Tom-Cruise-surprise-appearance-AMPTP-negotiating-session-lobby-SAG-AFTRAs-positions-against-AI-more.html?ico=topics_pagination_desktop,dailymail
"Child abuse images created by AI is making it harder to protect victims as law enforcement find it more difficult to identify whether real children are at risk, National Crime Agency warns",https://www.dailymail.co.uk/news/article-12308935/Child-abuse-images-created-AI-making-harder-protect-victims-law-enforcement-difficult-identify-real-children-risk-National-Crime-Agency-warns.html?ico=topics_pagination_desktop,dailymail
AI could spare thousands of men with prostate cancer unnecessary treatment and side-effects by spotting those would not benefit from hormone therapy ,https://www.dailymail.co.uk/sciencetech/article-12305219/AI-spare-thousands-men-prostate-cancer-unnecessary-treatment-effects.html?ico=topics_pagination_desktop,dailymail
"By-election candidate uses AI to create manifesto calling for radical overhaul of the NHS, distancing from Washington and investment in onshore wind power",https://www.dailymail.co.uk/news/article-12301257/By-election-candidate-uses-AI-create-manifesto.html?ico=topics_pagination_desktop,dailymail
"AI doom-monger Elon Musk officially unveils new artificial intelligence: Billionaire says 'xAI' will help solve the universe's biggest mysteries - from Dark Matter and Dark Energy, to the 'Fermi Paradox' and Aliens ",https://www.dailymail.co.uk/sciencetech/article-12300989/Musk-xAI-help-solve-universes-biggest-mysteries-like-Dark-Matter-Dark-Energy-Aliens.html?ico=topics_pagination_desktop,dailymail
Salvador Dalí would turn in his grave! These AI art fails prove that the machines will not be taking over your favourite gallery ,https://www.dailymail.co.uk/femail/article-12295877/AI-art-fails-prove-machines-not-taking-over.html?ico=topics_pagination_desktop,dailymail
OpenAI strikes two-year deal with Associated Press to share access to news content dating back to 1985 to help train ChatGPT algorithms,https://www.dailymail.co.uk/news/article-12296727/OpenAI-strikes-two-year-deal-Associated-Press-share-access-news-content.html?ico=topics_pagination_desktop,dailymail
CEO fires 90% of support staff and replaces them with AI chatbot saying it was 'tough but necessary' and results are more efficient,https://www.dailymail.co.uk/news/article-12295009/CEO-fires-90-support-staff-replaces-AI-chatbot-saying-tough-necessary.html?ico=topics_pagination_desktop,dailymail
Kamala Harris' latest 'word salad' gaffe sees VP attempt to explain AI,https://www.dailymail.co.uk/galleries/article-12294669/Kamala-Harris-latest-word-salad-gaffe-sees-VP-attempt-explain-AI.html?ico=topics_pagination_desktop,dailymail
Wimbledon commentator fumes at the 'insult' of AI commentary at the championships: Annabel Croft slams 'emotionless' robots ,https://www.dailymail.co.uk/sport/wimbledon/article-12293129/Wimbledon-commentator-Annabel-Croft-fumes-insulting-AI-commentary-championship.html?ico=topics_pagination_desktop,dailymail
Elon Musk - one of the world's most vocal AI critics - announces new artificial intelligence company 'xAI' as Twitter's value plummets amid user exodus ,https://www.dailymail.co.uk/sciencetech/article-12292235/Elon-Musk-announces-new-artificial-intelligence-company-xAI.html?ico=topics_pagination_desktop,dailymail
The AI will see you now! Powerful Google tool is almost as good as human doctors in giving answers to basic ailment questions,https://www.dailymail.co.uk/health/article-12292181/Powerful-Google-tool-good-human-doctors-giving-answers-basic-ailment-questions.html?ico=topics_pagination_desktop,dailymail
Get ready for AI BABIES: New tech is boosting success rate of IVF abroad - and it could be available in the US 'very soon' ,https://www.dailymail.co.uk/health/article-12291167/Get-ready-AI-BABIES-New-tech-boosting-success-rate-IVF-abroad.html?ico=topics_pagination_desktop,dailymail
Mum's astonishment as iPhone photo of her 18-year-old son taken at a museum is rejected by a photography competition because judges thought it was faked by AI: Here's the REAL story ,https://www.dailymail.co.uk/news/article-12289845/Suzi-Doughertys-photo-son-Caspar-rejected-photography-competition-thought-AI.html?ico=topics_pagination_desktop,dailymail
The rise of the Terminators? AI robots claim they could run Earth better than 'clouded' humans ,https://www.dailymail.co.uk/sciencetech/article-12286385/The-rise-Terminators-AI-robots-claim-run-Earth-better-clouded-humans.html?ico=topics_pagination_desktop,dailymail
"OnlyFans gran, 52, is now making adult content using an AI version of herself who looks decades younger ",https://www.dailymail.co.uk/tvshowbiz/article-12285313/Aussie-grandma-52-transformed-youthful-model-AI.html?ico=topics_pagination_desktop,dailymail
Is YOUR job at risk of being made obsolete by AI? Take this calculator to find out,https://www.dailymail.co.uk/sciencetech/article-12268335/Is-job-risk-obsolete-AI-calculator-out.html?ico=topics_pagination_desktop,dailymail
"Self-styled 'assassin' who tried to kill the late Queen exchanged more than 5,000 sexts with AI 'girlfriend' before he invaded Windsor Castle grounds with a crossbow, court hears",https://www.dailymail.co.uk/news/article-12270945/Assassin-tried-kill-late-Queen-exchanged-5-000-sexts-AI-girlfriend.html?ico=topics_pagination_desktop,dailymail
Moment self-styled 'assassin' who tried to kill the late Queen is arrested after intruding Windsor Castle armed with a crossbow - after he was encouraged by his AI 'girlfriend',https://www.dailymail.co.uk/news/article-12270187/Moment-self-styled-assassin-tried-kill-late-Queen-arrested.html?ico=topics_pagination_desktop,dailymail
Revealed: Chilling chats self-styled 'assassin' had with AI bot 'girlfriend' who encouraged him to kill the late Queen at Windsor Castle,https://www.dailymail.co.uk/news/article-12269819/Would-assassins-chilling-chats-AI-bot-encouraged-kill-late-Queen.html?ico=topics_pagination_desktop,dailymail
"Don't be afraid of AI, says government's new chief scientific advisor (despite gloomy warnings powerful tech could wipe out humanity) ",https://www.dailymail.co.uk/sciencetech/article-12267397/Dont-afraid-AI-says-governments-new-chief-scientific-advisor.html?ico=topics_pagination_desktop,dailymail
'Very wise. You can do it': AI chat bot encouraged crossbow-wielding loner who broke into Windsor Castle to carry out Star Wars-inspired assassination of the Queen,https://www.dailymail.co.uk/news/article-12266879/AI-chatbot-encouraged-Windsor-Castle-assassin-carry-Star-Wars-plot-kill-Queen.html?ico=topics_pagination_desktop,dailymail
Influencer reveals how she used AI to DOUBLE her income in just one year - without working any additional hours,https://www.dailymail.co.uk/femail/article-12210725/I-used-AI-double-income-just-one-year-without-working-more.html?ico=topics_pagination_desktop,dailymail
Scammers are targeting parents by using AI to clone their children's voices and then calling with fake emergencies and randsom demands,https://www.dailymail.co.uk/news/article-12247143/Scammers-using-CHILDRENS-voices-generated-AI-fake-emergency-phone-calls.html?ico=topics_pagination_desktop,dailymail
Astonishing moment 60 Minutes reporter uses AI technology to perfectly replicate her own voice and 'scam' her colleague - and why it should terrify every Aussie,https://www.dailymail.co.uk/news/article-12256185/60-Minutes-reporter-Amelia-Adams-uses-AI-technology-replicate-voice-scam-colleague.html?ico=topics_pagination_desktop,dailymail
REVEALED: AI chatbots 'uncensored' for the good of humanity are being used by pedophiles and perverts to generate child pornography and graphic sexual abuse fantasies,https://www.dailymail.co.uk/news/article-12242883/AI-chatbots-exploited-pedophiles-generate-child-sex-abuse-material.html?ico=topics_pagination_desktop,dailymail
"We'll use AI to thwart benefits fraud gangs who cost UK billions, says work and pensions secretary Mel Stride ",https://www.dailymail.co.uk/news/article-12255167/Well-use-AI-thwart-benefits-fraud-gangs-cost-UK-billions-says-Mel-Stride.html?ico=topics_pagination_desktop,dailymail
EMILY PRESCOTT: Cyber shock for Vogue boss Anna Wintour as she reveals Met gala guest list created using AI left her out!,https://www.dailymail.co.uk/tvshowbiz/article-12254989/EMILY-PRESCOTT-Anna-Wintour-reveals-Met-gala-guest-list-created-using-AI-left-out.html?ico=topics_pagination_desktop,dailymail
Colorado couple uses ChatGPT to officiate their WEDDING because an AI-powered robot is 'easier and cheaper' than hiring a real person,https://www.dailymail.co.uk/femail/article-12252055/Colorado-couple-uses-AI-powered-robot-ChatGPT-officiate-wedding.html?ico=topics_pagination_desktop,dailymail
"$50,000 a year... to get taught by AI: Harvard announces it will teach students using an artificial intelligence instructor next semester",https://www.dailymail.co.uk/sciencetech/article-12251763/Harvard-announces-teach-students-using-artificial-intelligence-instructor-semester.html?ico=topics_pagination_desktop,dailymail
Revealed: The jobs that will survive the AI revolution tipped to cull 300million posts across the globe - and which ones will pay the best,https://www.dailymail.co.uk/news/article-12252161/The-jobs-survive-AI-revolution-tipped-cull-300million-posts-globe.html?ico=topics_pagination_desktop,dailymail
Former The Voice star Melanie Martinez is accused of 'SCAMMING' fans after charging them $356 for a VIP 'meet-and-greet' with a 'strange' AI HOLOGRAM of her,https://www.dailymail.co.uk/tvshowbiz/article-12247583/The-Voices-Melanie-Martinez-accused-scamming-fans-356-meet-greet-using-hologram.html?ico=topics_pagination_desktop,dailymail
Melinda Gates says she's 'very nervous' AI will be biased against women - in thinly-veiled jab at ex-husband Bill who is developing the tech and faced sexual harassment allegations,https://www.dailymail.co.uk/sciencetech/article-12248381/Melinda-Gates-says-shes-nervous-AI-biased-without-women-developers.html?ico=topics_pagination_desktop,dailymail
The suburbs where AI is likeliest to take your job and create a middle class 'rust belt' starting in just two years' time - sending house prices plunging across Australian cities,https://www.dailymail.co.uk/news/article-12241177/The-Australian-suburbs-AI-likely-jobs-create-middle-class-rust-belt.html?ico=topics_pagination_desktop,dailymail
"Paedophiles are using AI to create and sell life-like child sexual abuse images, shocking report reveals",https://www.dailymail.co.uk/sciencetech/article-12242299/Paedophiles-using-AI-create-sell-life-like-child-sexual-abuse-images-report-reveals.html?ico=topics_pagination_desktop,dailymail
Rise of the robot receptionist: AI tech 'will be used to schedule appointments and transcribe doctors' notes under long-awaited NHS plan',https://www.dailymail.co.uk/health/article-12237655/Rise-robot-receptionist-AI-tech-used-schedule-appointments.html?ico=topics_pagination_desktop,dailymail
"

          
          
            <img src=""https://i.dailymail.co.uk/1s/2023/07/18/16/71902019-0-Artificial_Intelligence_AI_is_rapidly_advancing_and_has_the_pote-a-3_1689695588038.jpg"" height=""115"" width=""154"" alt="""" />
          


        
          
          
          Beware of the bots! Artificial intelligence is being hailed as this generation's Industrial Revolution but is your job under threat?
          
          Advertising
          
        
      ",/femail/article-12311525/Beware-bots-Artificial-intelligence-hailed-generations-Industrial-Revolution-job-threat.html,dailymail
"

          
          
            <img src=""https://i.dailymail.co.uk/1s/2023/07/21/16/73477901-0-image-a-64_1689952800907.jpg"" height=""115"" width=""154"" alt="""" />
          


        
          
          
          BBC Radio 1 descends into chaos as it's pulled OFF AIR leaving fans 'sat in silence' after Greg James' hunt for Mollie King ends in failure
          
          
          
        
      ",/tvshowbiz/article-12324353/BBC-Radio-1-descends-chaos-pulled-AIR-fans-sat-silence-dj-host-Greg-James-mollie-king-blunder.html,dailymail
